0.0887, 1.0981e7, 6.5669e5, 6.5669e5
4.1269, 1.2959e7, 1.9902e6, 3.9844e6
8.2486, 1.3273e7, 3.6467e6, 3.3145e6
12.0356, 1.7914e7, 2.6508e6, 5.3117e6
16.0721, 1.5899e7, 5.314e6, 4.3174e6
20.7814, 1.3881e7, 3.9859e6, 3.9851e6
20.6981, 1.5545e7, 1.6635e6, 5.3203e6
24.9033, 1.4527e7, 4.6426e6, 6.3061e6
28.0146, 1.2516e7, 7.6435e6, 4.9849e6
32.1445, 3.2464e7, 2.2594e7, 2.3258e7
36.1775, 2.2129e7, 1.362e7, 1.3287e7
40.3034, 3.2426e7, 2.2594e7, 2.2595e7
44.2594, 3.9063e7, 2.3232e6, 2.3232e6
48.1398, 6.5668e7, 1.9939e7, 1.9607e7
51.9969, 3.7031e7, 4.9849e6, 5.3171e6
56.0466, 6.6297e7, 4.9818e6, 2.9908e6
60.1788, 9.1902e7, 1.6565e6, 1.658e6
67.3463, 1.3446e8, 1.0966e7, 1.2293e7
72.7415, 1.6306e8, 3.5543e7, 3.5211e7
