0.1082, 2.1575e5, 7545.4032, 5386.7384
2.9221, 2.4158e5, 8090.6149, 7546.5707
6.0065, 2.8682e5, 18341.062, 26430.5093
8.9827, 2.9107e5, 19945.1753, 23720.7955
12.013, 2.7752e5, 9704.068, 11324.5259
15.1515, 2.5048e5, 5929.6152, 3228.0735
18.0195, 2.2022e5, 5.8374, 5389.0734
22.132, 2.3631e5, 10236.4374, 11853.3929
23.8636, 2.4328e5, 1608.7832, 2698.0391
29.1126, 1.7143e5, 8085.9449, 9702.9005
33.0087, 1.0554e5, 6450.3098, 8069.6002
36.039, 61250.5079, 2696.8716, 5389.0734
39.0152, 49859.4358, 2692.2017, 2150.4924
42.0996, 46556.6436, 3776.7877, 2695.7042
