0.1103, 85706.9138, 2160.6213, 3621.5805
11.8869, 1.2532e5, 5788.5779, 3610.9538
23.8808, 1.8306e5, 2924.0437, 731.5423
27.9043, 2.3301e5, 19609.2434, 25402.072
31.9321, 2.5975e5, 5775.8258, 5084.6651
35.8638, 2.9881e5, 708.1635, 708.1635
39.6978, 3.5892e5, 1435.4551, 1454.5832
43.9005, 4.5309e5, 5797.0793, 9444.1639
48.0379, 3.9571e5, 2883.6623, 1431.2044
52.0672, 4.1447e5, 7228.2837, 7989.5807
55.9123, 4.1511e5, 14320.5455, 12336.3275
60.0411, 4.0342e5, 14454.442, 16615.0634
71.9545, 3.9009e5, 1446.0818, 1450.3325
