2.8434, 2.4852e5, 10631.4675, 5913.8949
6.0644, 2.7616e5, 34344.2298, 31650.6237
8.9444, 2.5263e5, 9431.3833, 3370.7696
12.1631, 2.6007e5, 16161.6364, 8083.8277
15.1752, 2.1835e5, 7408.1691, 2023.2142
18.2603, 2.2983e5, 8754.2197, 7412.6835
22.1557, 2.9385e5, 14140.6795, 16163.1412
29.2559, 2.4006e5, 17513.7063, 23576.5772
32.0626, 1.5996e5, 4714.563, 10104.0324
36.0818, 1.3239e5, 8760.2389, 8757.9818
39.0966, 1.1424e5, 10773.6719, 10774.4243
42.3132, 1.0283e5, 9424.6116, 6734.0152
45.9315, 86710.791, 4718.325, 9428.3737
49.1488, 81359.6942, 6737.0248, 6064.3757
53.1727, 95546.2703, 8088.3423, 9433.6404
