0.0769, 976.1194, 232.8357, 268.6566
11.9818, 1128.3582, 143.2836, 205.9701
23.8567, 1817.9104, 904.4776, 644.7761
27.8813, 2408.9552, 429.8507, 456.7164
31.8312, 2847.7612, 779.1045, 841.791
35.8401, 3823.8806, 698.5074, 716.4179
39.9287, 4835.8209, 474.6269, 626.8657
43.9984, 4316.4179, 232.8357, 223.8806
43.9973, 4343.2836, 197.0149, 250.7463
47.7409, 3877.6118, 653.7313, 752.2388
51.8639, 4038.806, 197.0149, 313.4328
56.012, 3582.0896, 214.9254, 286.5672
59.818, 3573.1343, 232.8357, 259.7015
71.8588, 4164.1791, 743.2836, 662.6865
